Label,CSI_Data_Run
110,96,6,0,0,0,0,0,0,0,0,0,-3,8,-7,9,-7,7,-7,9,-6,9,-10,10,-6,8,-6,9,-5,6,-4,7,-4,10,-9,11,-5,10,-4,10,-5,9,-5,15,-5,10,-3,9,-6,10,-3,9,-4,7,-7,12,-5,11,-5,11,-7,13,-5,13,0,0,-6,13,-6,13,-9,13,-6,11,-11,12,-10,11,-9,12,-9,10,-6,14,-7,11,-9,10,-9,11,-9,13,-7,11,-7,9,-7,13,-7,9,-7,11,-10,9,-6,9,-8,12,-7,10,-5,10,-5,10,-5,9,-4,11,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-9,-9,-7,-11,-6,-9,-5,-9,-5,-6,-3,-10,-3,-8,-8,-7,-6,-11,-8,-8,-6,-9,-8,-6,-7,-13,-8,-12,-9,-11,-9,-12,-10,-11,-11,-9,-8,-11,-7,-9,-9,-9,-9,-9,-8,-12,-10,-15,-10,-12,-9,-15,0,0,-10,-11,-9,-14,-10,-15,-10,-12,-8,-12,-8,-13,-6,-14,-8,-15,-8,-13,-11,-12,-7,-12,-8,-11,-4,-12,-10,-13,-11,-15,-11,-14,-9,-12,-8,-15,-9,-11,-10,-11,-12,-14,-10,-9,-11,-11,-9,-13,-11,-10,-12,-10,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-11,12,-13,11,-15,10,-13,9,-14,9,-13,8,-16,10,-19,13,-18,7,-17,8,-20,10,-18,11,-16,9,-18,5,-18,5,-16,8,-18,7,-18,5,-15,7,-19,5,-18,4,-19,6,-19,7,-15,4,-17,2,-16,6,0,0,-17,5,-18,6,-17,5,-15,7,-15,3,-13,3,-13,5,-14,3,-13,9,-9,6,-12,9,-11,9,-11,8,-12,8,-13,9,-12,8,-10,6,-10,8,-9,7,-8,8,-7,7,-6,8,-6,9,-6,9,-9,5,-6,10,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,0,8,-1,8,0,6,-1,6,-3,7,-1,8,-2,7,-4,8,-3,5,-3,6,-5,7,-6,8,-4,6,-6,7,-6,7,-7,7,-6,6,-6,7,-6,6,-8,6,-7,7,-7,6,-7,6,-9,5,-10,5,-6,7,0,0,-9,5,-8,6,-8,4,-8,5,-9,5,-9,3,-8,4,-10,4,-9,5,-8,5,-8,5,-9,5,-9,5,-9,5,-10,5,-8,7,-8,6,-9,8,-8,7,-8,6,-9,8,-9,7,-9,7,-10,8,-10,8,-9,8,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,18,16,14,14,15,18,14,16,12,20,10,18,12,18,10,17,9,18,10,18,8,17,8,18,7,17,7,17,5,16,7,15,5,15,4,15,7,13,5,11,7,13,6,12,5,10,6,11,8,12,7,9,0,0,8,10,11,7,9,9,11,7,7,8,10,8,10,6,11,9,9,6,12,6,9,6,12,7,12,7,12,5,12,6,13,6,14,6,12,4,13,7,13,3,11,6,14,6,14,3,15,5,11,2,12,2,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-12,17,-14,17,-15,14,-15,14,-19,16,-17,15,-16,14,-17,12,-13,9,-16,8,-18,10,-17,9,-14,6,-15,6,-17,6,-12,6,-14,6,-12,5,-12,5,-11,8,-11,8,-9,7,-11,3,-9,6,-11,6,-8,10,0,0,-10,7,-11,7,-11,9,-9,11,-9,7,-7,11,-8,9,-6,9,-9,13,-7,10,-6,12,-7,9,-6,9,-9,11,-6,11,-8,11,-9,11,-6,11,-7,9,-4,10,-4,13,-6,13,-6,8,-4,11,-4,13,-3,10,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-26,8,-24,6,-28,8,-27,8,-28,7,-24,4,-29,8,-27,4,-27,4,-27,5,-31,3,-30,3,-30,1,-28,0,-25,2,-28,3,-27,0,-24,2,-23,2,-25,0,-22,0,-24,1,-22,1,-24,1,-25,2,-24,0,0,0,-22,2,-22,2,-22,5,-20,5,-18,3,-20,5,-18,3,-17,3,-19,6,-16,5,-17,5,-15,4,-13,7,-15,7,-14,5,-15,6,-14,7,-14,7,-14,8,-13,9,-15,8,-13,10,-13,9,-14,9,-13,11,-12,11,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-1,-18,-2,-18,1,-22,1,-21,-2,-18,1,-19,2,-18,2,-18,0,-21,3,-20,3,-22,5,-20,4,-20,4,-21,4,-18,3,-21,5,-18,3,-17,4,-17,3,-19,4,-18,3,-18,5,-17,3,-16,5,-18,4,-17,0,0,3,-18,1,-19,2,-17,3,-16,2,-16,2,-16,1,-16,1,-16,0,-14,-3,-16,-2,-18,-1,-15,1,-16,-1,-17,-2,-16,-2,-17,-3,-18,-3,-18,-3,-15,-7,-18,-2,-17,-5,-17,-3,-17,-5,-16,-3,-16,-5,-15,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-22,-1,-23,-2,-22,-3,-23,-3,-22,-3,-22,-4,-21,-6,-22,-4,-21,-6,-22,-5,-22,-6,-22,-6,-21,-6,-22,-7,-20,-7,-22,-7,-21,-7,-21,-6,-20,-7,-20,-6,-20,-7,-19,-6,-19,-7,-19,-6,-18,-8,-18,-8,0,0,-19,-5,-19,-4,-19,-5,-19,-4,-18,-5,-19,-4,-17,-3,-16,-3,-16,-2,-17,-2,-16,-1,-16,0,-16,0,-16,0,-15,1,-15,0,-16,0,-15,2,-15,2,-15,3,-14,2,-13,3,-14,5,-14,4,-12,4,-12,5,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-2,-17,-2,-17,-1,-17,0,-19,1,-18,0,-17,1,-18,1,-18,2,-17,2,-18,2,-19,3,-19,3,-19,4,-19,3,-18,4,-19,4,-18,4,-17,5,-18,4,-17,4,-17,5,-17,4,-16,5,-16,5,-17,4,-18,0,0,4,-17,4,-16,4,-17,3,-16,3,-16,3,-16,3,-16,2,-16,2,-16,1,-16,1,-16,1,-16,1,-16,1,-16,0,-16,0,-18,0,-16,-1,-17,-1,-16,-2,-16,-2,-17,-2,-17,-1,-16,-3,-17,-2,-17,-2,-17,0,0,0,0,0,0,0,0,0,0
