Label,CSI_Data_Run
110,96,6,0,0,0,0,0,0,0,0,0,15,15,14,16,15,17,14,18,14,17,12,18,13,17,12,17,12,19,10,18,11,20,9,19,9,19,9,19,9,18,10,19,9,18,8,19,8,18,8,17,8,16,8,17,6,16,7,16,7,18,7,17,0,0,8,15,10,16,8,14,9,13,8,12,9,13,9,12,11,12,9,12,10,11,11,11,10,10,10,11,11,10,12,10,13,10,12,10,14,8,13,8,13,7,13,8,13,7,14,7,15,8,14,6,14,7,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-11,20,-12,20,-13,19,-13,19,-14,18,-14,17,-15,18,-15,17,-15,17,-15,16,-16,16,-16,16,-17,15,-17,14,-16,14,-17,14,-16,14,-15,13,-15,13,-15,12,-16,12,-16,12,-14,11,-15,12,-15,11,-14,12,0,0,-13,12,-13,13,-13,13,-12,12,-12,12,-12,12,-12,12,-11,12,-10,13,-10,13,-10,14,-10,13,-10,14,-10,14,-10,14,-9,15,-9,15,-8,15,-9,16,-8,16,-9,15,-9,16,-8,16,-7,16,-8,16,-7,16,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,2,-26,4,-26,4,-26,5,-26,6,-25,6,-25,7,-25,7,-24,8,-24,8,-23,9,-24,9,-24,9,-23,9,-22,9,-22,9,-22,10,-22,9,-20,9,-20,9,-19,8,-19,8,-20,8,-18,7,-19,7,-19,7,-19,0,0,7,-19,6,-19,5,-19,5,-18,5,-18,4,-18,4,-18,3,-18,3,-18,2,-18,2,-18,1,-17,1,-17,1,-18,0,-18,-1,-19,0,-19,-1,-18,-1,-18,-2,-18,-2,-18,-2,-17,-3,-18,-3,-18,-2,-18,-3,-18,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,9,-23,11,-23,11,-22,12,-23,12,-21,13,-22,15,-21,14,-20,16,-19,14,-19,15,-20,15,-20,15,-18,15,-18,15,-17,16,-17,15,-17,15,-15,15,-16,15,-15,15,-14,15,-14,14,-14,14,-15,14,-14,13,-15,0,0,13,-15,12,-14,12,-15,11,-15,12,-14,11,-15,11,-15,11,-15,10,-15,9,-15,8,-16,8,-15,8,-16,8,-16,7,-16,7,-17,7,-16,6,-18,6,-18,6,-17,5,-18,6,-17,5,-17,4,-19,5,-18,4,-18,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,13,-18,13,-17,12,-16,15,-16,14,-16,14,-13,15,-13,14,-12,15,-12,15,-12,15,-11,15,-12,15,-12,15,-11,14,-10,14,-10,13,-10,14,-10,13,-9,13,-9,12,-9,12,-9,11,-9,12,-9,12,-9,11,-9,0,0,11,-9,10,-9,11,-10,9,-10,9,-10,8,-10,8,-10,9,-10,7,-11,8,-10,7,-10,6,-11,7,-11,6,-13,5,-12,6,-12,4,-13,4,-9,11,-15,8,-13,2,-11,2,-14,4,-15,2,-16,3,-15,4,-15,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,17,-13,18,-11,19,-11,19,-11,20,-10,19,-9,20,-7,24,-6,19,-8,20,-7,21,-6,20,-6,20,-6,19,-5,19,-5,20,-5,19,-5,18,-5,18,-4,18,-4,17,-4,18,-4,16,-3,17,-3,17,-3,16,-3,0,0,16,-4,15,-5,15,-4,14,-6,15,-4,15,-5,15,-5,14,-6,13,-6,13,-6,14,-7,12,-6,13,-7,12,-7,13,-8,12,-8,13,-8,12,-9,12,-8,11,-9,11,-9,11,-10,11,-10,11,-11,11,-10,10,-11,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,20,11,19,11,20,13,20,14,18,13,18,14,17,15,17,15,17,15,16,15,16,16,16,17,15,16,15,16,14,16,14,16,14,16,13,15,13,15,13,15,13,15,13,15,12,14,12,14,12,15,12,14,0,0,13,13,13,13,13,13,13,12,13,12,13,11,14,11,14,10,14,10,14,10,14,10,14,8,14,9,15,9,15,8,16,8,16,8,16,7,16,7,16,6,16,7,17,6,17,6,17,6,16,6,17,6,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,22,-2,22,-1,22,-1,23,0,22,0,22,2,22,1,21,2,21,2,21,3,22,5,21,4,21,3,20,5,20,4,20,5,19,4,18,4,18,4,18,4,18,4,18,4,17,4,17,5,17,5,17,4,0,0,17,3,16,2,17,2,16,2,16,3,16,1,16,2,15,1,15,0,15,0,16,-1,15,-1,15,-1,15,-1,15,-2,15,-2,15,-2,15,-3,15,-3,14,-4,15,-4,15,-3,15,-4,14,-5,14,-4,14,-5,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,16,18,17,20,15,20,15,21,14,21,13,22,12,22,11,21,11,22,10,20,10,22,10,22,9,21,9,21,9,21,8,22,8,21,7,19,7,20,7,19,7,19,6,19,6,17,7,17,7,17,8,18,0,0,7,17,8,16,8,17,9,15,8,16,9,15,9,15,9,13,9,14,10,13,11,14,11,13,12,13,13,13,11,12,13,13,13,12,14,12,13,12,13,11,14,12,14,12,14,11,16,11,15,11,15,11,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,-21,-7,-20,-8,-21,-9,-20,-9,-20,-10,-19,-10,-19,-10,-18,-11,-18,-11,-18,-11,-18,-12,-17,-12,-17,-12,-17,-12,-16,-11,-17,-12,-15,-12,-15,-11,-15,-11,-15,-11,-15,-11,-15,-11,-14,-10,-14,-10,-14,-10,-14,-9,0,0,-14,-8,-15,-8,-14,-8,-15,-7,-13,-7,-14,-7,-14,-7,-15,-6,-14,-5,-15,-5,-15,-4,-15,-4,-15,-4,-15,-4,-15,-4,-16,-3,-16,-3,-15,-2,-16,-2,-16,-1,-16,-1,-16,-2,-17,-2,-17,-1,-16,-1,-17,-1,0,0,0,0,0,0,0,0,0,0
110,96,6,0,0,0,0,0,0,0,0,0,12,-23,13,-22,14,-21,15,-22,15,-20,15,-20,16,-19,15,-18,16,-19,16,-17,17,-18,17,-18,17,-17,17,-17,17,-16,18,-16,17,-15,16,-15,17,-15,17,-14,16,-14,16,-14,15,-13,15,-13,15,-13,14,-14,0,0,14,-14,14,-13,14,-15,12,-14,13,-14,13,-14,12,-14,11,-15,11,-15,10,-15,10,-16,10,-15,10,-16,10,-17,11,-15,9,-18,8,-16,9,-18,8,-18,7,-18,8,-19,7,-18,7,-17,7,-19,7,-19,7,-19,0,0,0,0,0,0,0,0,0,0
